	0
饮水呛咳	[['饮水呛咳', '饮水', '呛咳', 0.08460591133004926]]
饮啤酒	[['饮啤酒', '饮', '啤酒', 0.0022435897435897434]]
饮冷热	[['饮冷热', '饮', '冷热', 0.0001390654799745709]]
饭后饱胀	[['饭后饱胀', '饭后', '饱胀', 0.0003800547278808148]]
饭后減轻	[['饭后減轻', '饭后', '減轻', 0.019942508084800574]]
饭后可稍缓解	[['饭后可稍缓解', '饭后', '可稍缓解', 4.431131356457931e-05], ['饭后可稍缓解', '饭', '后可稍缓解', 0.0011150758251561106]]
饭后出现腹痛	[['饭后出现腹痛', '饭后', '出现腹痛', 4.185073238781679e-05], ['饭后出现腹痛', '饭后出现', '腹痛', 4.5308323138960625e-05], ['饭后出现腹痛', '饭', '后出现腹痛', 0.002041742286751361]]
饭后出现	[['饭后出现', '饭后', '出现', 1.4754509551905544e-06], ['饭后出现', '饭', '后出现', 0.00010328918676980284]]
饥饿痛	[['饥饿痛', '饥饿', '痛', 0.0004168951620735977]]
饥饿时明显	[['饥饿时明显', '饥饿时', '明显', 0.00034232204774840434], ['饥饿时明显', '饥饿', '时明显', 0.009046252614172462], ['饥饿时明显', '饥', '饿时明显', 5.314285714285714]]
饥饿时	[['饥饿时', '饥饿', '时', 0.0001331261106742373], ['饥饿时', '饥', '饿时', 1.2285714285714286]]
饥饿感	[['饥饿感', '饥饿', '感', 0.00017342544151226986]]
餐辅食	[['餐辅食', '餐', '辅食', 0.026415094339622643]]
餐后加重	[['餐后加重', '餐后', '加重', 4.748584058571626e-06], ['餐后加重', '餐', '后加重', 0.001220865704772475]]
餐后出现腹痛	[['餐后出现腹痛', '餐后出现', '腹痛', 3.0205548759307085e-05], ['餐后出现腹痛', '餐后', '出现腹痛', 4.6439628482972134e-05], ['餐后出现腹痛', '餐', '后出现腹痛', 0.0009759271307742355]]
餐后出现	[['餐后出现', '餐后', '出现', 2.455849287257962e-06], ['餐后出现', '餐', '后出现', 7.405639806136807e-05]]
食鱼时误咽鱼骨	[['食鱼时误咽鱼骨', '食鱼时误咽', '鱼骨', 0.012096774193548387]]
食管静脉曲张	[['食管静脉曲张', '食管', '静脉曲张', 0.014064697609001406]]
食管炎病史	[['食管炎病史', '食管炎', '病史', 6.202105959534704e-06], ['食管炎病史', '食管', '炎病史', 0.0012658227848101266]]
食管炎史	[['食管炎史', '食管炎', '史', 5.673839345238939e-06], ['食管炎史', '食管', '炎史', 0.0005473828258638385]]
食管炎	[['食管炎', '食管', '炎', 0.0013223219974274826]]
食用辣椒	[['食用辣椒', '食用', '辣椒', 0.002103049421661409]]
食用虾	[['食用虾', '食用', '虾', 0.00015616703626198582]]
食用芒果	[['食用芒果', '食用', '芒果', 0.0006452537998279323]]
食用海鲜后加重	[['食用海鲜后加重', '食用海鲜', '后加重', 0.000980392156862745]]
食用海鲜后出现	[['食用海鲜后出现', '食用海鲜', '后出现', 8.479914716286281e-05]]
食用海鲜	[['食用海鲜', '食用', '海鲜', 0.0008735743751516622]]
食物过敏史	[['食物过敏史', '食物过敏', '史', 0.0005825141727778645], ['食物过敏史', '食物', '过敏史', 0.0007674649672799534], ['食物过敏史', '食', '物过敏史', 0.10541176470588236]]
食物过敏	[['食物过敏', '食物', '过敏', 5.54511226079772e-05]]
食物模糊	[['食物模糊', '食物', '模糊', 0.00030088115194498174]]
食物嵌塞	[['食物嵌塞', '食物', '嵌塞', 0.023813642391743068]]
食物填塞	[['食物填塞', '食物', '填塞', 0.0028368794326241137]]
食物后开始出现腹痛	[['食物后开始出现腹痛', '食物', '后开始出现腹痛', 0.00043779003589878294]]
食物后开始出现咽痛	[['食物后开始出现咽痛', '食物', '后开始出现咽痛', 0.001074575542660649]]
食物后加重	[['食物后加重', '食物', '后加重', 9.734390209984703e-05]]
食物后出现腹痛	[['食物后出现腹痛', '食物后出现', '腹痛', 4.879357876503452e-05], ['食物后出现腹痛', '食物', '后出现腹痛', 0.00028531833374093095]]
食物后出现腹泻	[['食物后出现腹泻', '食物后出现', '腹泻', 1.557777985481509e-05], ['食物后出现腹泻', '食物', '后出现腹泻', 0.00047281323877068556]]
食物后出现恶心	[['食物后出现恶心', '食物后出现', '恶心', 3.905914335486794e-05], ['食物后出现恶心', '食物', '后出现恶心', 0.00023640661938534278]]
食物后出现咽痛	[['食物后出现咽痛', '食物后出现', '咽痛', 2.2844943064171446e-05], ['食物后出现咽痛', '食物', '后出现咽痛', 0.0003768801178606914]]
食物后出现上腹部	[['食物后出现上腹部', '食物后出现', '上腹部', 0.0010104837691044587]]
食物后出现上腹痛	[['食物后出现上腹痛', '食物后出现', '上腹痛', 0.00018373346398824106], ['食物后出现上腹痛', '食物', '后出现上腹痛', 0.0003083564600678384]]
食物后出现	[['食物后出现', '食物', '后出现', 1.3402904718750354e-05], ['食物后出现', '食', '物后出现', 0.001911764705882353]]
食海鲜	[['食海鲜', '食', '海鲜', 0.002733031674208145]]
食欲较差	[['食欲较差', '食欲', '较差', 0.00020363142711691837], ['食欲较差', '食', '欲较差', 0.002823529411764706]]
食欲欠佳	[['食欲欠佳', '食欲', '欠佳', 0.0005363647280150503]]
食欲差	[['食欲差', '食欲', '差', 0.0004325965278436581], ['食欲差', '食', '欲差', 0.05364705882352941]]
食欲尚可	[['食欲尚可', '食欲', '尚可', 0.00020363142711691837]]
食欲好	[['食欲好', '食欲', '好', 0.0008137025714799496]]
食欲增加	[['食欲增加', '食欲', '增加', 5.69846955389124e-05]]
食欲可	[['食欲可', '食欲', '可', 8.417008832463755e-05]]
食欲减退	[['食欲减退', '食欲', '减退', 0.006186909801367633], ['食欲减退', '食欲减', '退', 0.06556245686680469]]
食欲减	[['食欲减', '食欲', '减', 2.16527212830784e-05]]
食欲不振	[['食欲不振', '食欲', '不振', 0.0028399311531841654]]
食欲不佳	[['食欲不佳', '食欲', '不佳', 0.00028348688873139615]]
食欲下降等早孕反应	[['食欲下降等早孕反应', '食欲下降', '等早孕反应', 0.005864197530864198]]
食欲下降	[['食欲下降', '食欲', '下降', 0.00010940470166705414]]
食指赘生物	[['食指赘生物', '食指', '赘生物', 0.0003865182436611008]]
食指致疼痛	[['食指致疼痛', '食指', '致疼痛', 0.0011595547309833025]]
食指肿痛	[['食指肿痛', '食指', '肿痛', 9.115216334467672e-05]]
食指疼痛	[['食指疼痛', '食指', '疼痛', 4.99183557559192e-06], ['食指疼痛', '食', '指疼痛', 0.00047058823529411766]]
食指甲	[['食指甲', '食', '指甲', 0.00020460358056265986], ['食指甲', '食指', '甲', 0.0005877742946708464]]
食指外伤	[['食指外伤', '食指', '外伤', 0.0002929567040828913]]
食后脘闷不舒	[['食后脘闷不舒', '食后', '脘闷不舒', 0.1308641975308642]]
食后加剧	[['食后加剧', '食后', '加剧', 0.0006858710562414266], ['食后加剧', '食', '后加剧', 0.0035294117647058825]]
飞蚊症	[['飞蚊症', '飞蚊', '症', 0.0007762253271235307]]
风疫苗	[['风疫苗', '风', '疫苗', 0.0007462686567164179]]
风湿病等	[['风湿病等', '风湿病', '等', 4.057483474976393e-05]]
风湿病	[['风湿病', '风湿', '病', 7.095343680709535e-05]]
风湿性关节炎病史	[['风湿性关节炎病史', '风湿性关节炎', '病史', 4.364444934487385e-05], ['风湿性关节炎病史', '风湿性', '关节炎病史', 0.0025589225589225588], ['风湿性关节炎病史', '风湿', '性关节炎病史', 0.018095238095238095]]
风湿性关节炎史	[['风湿性关节炎史', '风湿性关节炎', '史', 1.4184598363097348e-05], ['风湿性关节炎史', '风湿性', '关节炎史', 0.0012539184952978057], ['风湿性关节炎史', '风湿', '性关节炎史', 0.009230769230769232]]
风湿性关节炎	[['风湿性关节炎', '风湿性', '关节炎', 0.0015151515151515152], ['风湿性关节炎', '风湿', '性关节炎', 0.005409836065573771]]
风湿性	[['风湿性', '风湿', '性', 0.0006189047261815454], ['风湿性', '风', '湿性', 0.20522388059701493]]
风湿关节炎史	[['风湿关节炎史', '风湿', '关节炎史', 0.005517241379310344]]
风湿三项	[['风湿三项', '风湿', '三项', 0.003870967741935484]]
风油精	[['风油精', '风油', '精', 0.013257575757575758]]
风团样皮疹	[['风团样皮疹', '风团样', '皮疹', 0.0001079136690647482], ['风团样皮疹', '风团', '样皮疹', 0.0022354694485842027]]
风团样	[['风团样', '风团', '样', 9.643201542912247e-05]]
风团数小时	[['风团数小时', '风团', '数小时', 8.538251366120219e-05]]
风团可于数小时	[['风团可于数小时', '风团', '可于数小时', 0.003923217037971136]]
风团伴瘙痒	[['风团伴瘙痒', '风团', '伴瘙痒', 6.748355510116628e-06]]
风团伴痒数月	[['风团伴痒数月', '风团伴痒', '数月', 0.00011406844106463878]]
风团伴痒数日	[['风团伴痒数日', '风团伴痒', '数日', 7.473841554559044e-05]]
风团伴痒数年	[['风团伴痒数年', '风团伴痒', '数年', 0.00017094017094017094]]
风团伴痒数天	[['风团伴痒数天', '风团伴痒', '数天', 3.919007184846505e-05]]
风团伴痒半年	[['风团伴痒半年', '风团伴痒', '半年', 1.9904458598726114e-05]]
风团伴痒	[['风团伴痒', '风团', '伴痒', 0.0012475983731317214]]
颧部起	[['颧部起', '颧部', '起', 0.00011660571367997032]]
颤汗多	[['颤汗多', '颤', '汗多', 0.0022624434389140274]]
颞顶部	[['颞顶部', '颞', '顶部', 0.06666666666666667]]
额面部	[['额面部', '额', '面部', 0.00013410937961000992]]
额部起赘生物	[['额部起赘生物', '额部', '起赘生物', 0.0017531556802244039]]
额部起皮疹伴瘙痒	[['额部起皮疹伴瘙痒', '额部起皮疹', '伴瘙痒', 0.00043223217042297007], ['额部起皮疹伴瘙痒', '额部', '起皮疹伴瘙痒', 0.0006602527824938691], ['额部起皮疹伴瘙痒', '额', '部起皮疹伴瘙痒', 0.023411371237458192]]
额部起皮疹	[['额部起皮疹', '额部', '起皮疹', 7.608034083992696e-05], ['额部起皮疹', '额', '部起皮疹', 0.008361204013377926]]
额部皮疹	[['额部皮疹', '额部', '皮疹', 1.7405430494314225e-05], ['额部皮疹', '额', '部皮疹', 0.010033444816053512]]
额部疼痛	[['额部疼痛', '额部', '疼痛', 3.9362144323663896e-06], ['额部疼痛', '额', '部疼痛', 0.001040149781568546]]
额部为主	[['额部为主', '额部', '为主', 2.6890683991438007e-05], ['额部为主', '额', '部为主', 0.009057971014492754]]
颜面部红斑	[['颜面部红斑', '颜面部', '红斑', 0.0002598541568544654], ['颜面部红斑', '颜面', '部红斑', 0.0014084507042253522], ['颜面部红斑', '颜', '面部红斑', 0.03333333333333333]]
颜面部皮疹	[['颜面部皮疹', '颜面部', '皮疹', 1.932782132502953e-05], ['颜面部皮疹', '颜面', '部皮疹', 0.0007800650054171181], ['颜面部皮疹', '颜', '面部皮疹', 0.006060606060606061]]
颜面部浮肿	[['颜面部浮肿', '颜面部', '浮肿', 0.0015913081650570677], ['颜面部浮肿', '颜', '面部浮肿', 0.34523809523809523]]
颜面部	[['颜面部', '颜面', '部', 0.00023799797524110615], ['颜面部', '颜', '面部', 0.006888751799300843]]
颜面粉刺	[['颜面粉刺', '颜面', '粉刺', 0.0037367059499856282]]
颜面潮红	[['颜面潮红', '颜面', '潮红', 0.0007567794828673534]]
颜面浮肿	[['颜面浮肿', '颜面', '浮肿', 0.00041425020712510354]]
颜色黄	[['颜色黄', '颜色', '黄', 3.8184699390954045e-05], ['颜色黄', '颜', '色黄', 0.001658374792703151]]
颜色鲜红	[['颜色鲜红', '颜色', '鲜红', 0.007455065359477125], ['颜色鲜红', '颜', '色鲜红', 0.009686836518046709]]
颗粒状	[['颗粒状', '颗粒', '状', 0.00041050903119868636], ['颗粒状', '颗', '粒状', 0.058666666666666666]]
颗粒治疗	[['颗粒治疗', '颗粒', '治疗', 1.4625014625014625e-05]]
颗种植	[['颗种植', '颗', '种植', 0.018666666666666668]]
频繁眨眼	[['频繁眨眼', '频繁', '眨眼', 0.0036730945821854912]]
频繁揉眼	[['频繁揉眼', '频繁', '揉眼', 0.00040512072597634097]]
频繁恶心呕吐	[['频繁恶心呕吐', '频繁', '恶心呕吐', 3.773727310464546e-05]]
频繁呕吐	[['频繁呕吐', '频繁', '呕吐', 7.247392706989305e-07]]
频率较前	[['频率较前', '频率', '较前', 0.00035542918073573843]]
频率增加	[['频率增加', '频率', '增加', 0.0009936406995230524]]
颏部外伤	[['颏部外伤', '颏部', '外伤', 0.0019383601473153711]]
颌面部	[['颌面部', '颌面', '部', 0.0035308953341740227]]
颌下淋巴结	[['颌下淋巴结', '颌下', '淋巴结', 0.016415868673050615]]
颈项部不适	[['颈项部不适', '颈项部', '不适', 3.0831653008244385e-05], ['颈项部不适', '颈项', '部不适', 0.0006430041152263374]]
颈项部	[['颈项部', '颈项', '部', 0.0002364438839848676], ['颈项部', '颈', '项部', 0.0005931198102016608]]
颈部长	[['颈部长', '颈部', '长', 2.977253781112302e-05]]
颈部酸胀痛	[['颈部酸胀痛', '颈部酸胀', '痛', 0.00011999960000133333], ['颈部酸胀痛', '颈部', '酸胀痛', 0.0006124636349716736]]
颈部酸胀	[['颈部酸胀', '颈部', '酸胀', 0.00017416934619506966]]
颈部酸痛	[['颈部酸痛', '颈部', '酸痛', 3.7244410234763936e-05], ['颈部酸痛', '颈', '部酸痛', 0.002135231316725979]]
颈部躯干	[['颈部躯干', '颈部', '躯干', 6.924840093900832e-06]]
颈部起风团	[['颈部起风团', '颈部', '起风团', 0.00010305878473081046]]
颈部起赘生物	[['颈部起赘生物', '颈部', '起赘生物', 0.0001398014818957081]]
颈部起红斑	[['颈部起红斑', '颈部', '起红斑', 9.670478446921161e-05]]
颈部起皮疹伴瘙痒	[['颈部起皮疹伴瘙痒', '颈部起皮疹', '伴瘙痒', 0.00021763446520126127], ['颈部起皮疹伴瘙痒', '颈部', '起皮疹伴瘙痒', 0.0002695198159743768], ['颈部起皮疹伴瘙痒', '颈部起皮疹伴', '瘙痒', 0.001598750743604997], ['颈部起皮疹伴瘙痒', '颈', '部起皮疹伴瘙痒', 0.0019618578337439545]]
颈部起皮疹伴痒	[['颈部起皮疹伴痒', '颈部', '起皮疹伴痒', 0.0001531159087429184], ['颈部起皮疹伴痒', '颈部起皮疹伴', '痒', 0.00024629114510894763], ['颈部起皮疹伴痒', '颈', '部起皮疹伴痒', 0.0011203374192698037], ['颈部起皮疹伴痒', '颈部起皮疹', '伴痒', 0.0012725503405943558]]
颈部起皮疹伴	[['颈部起皮疹伴', '颈部起皮疹', '伴', 1.323706457503397e-06], ['颈部起皮疹伴', '颈部', '起皮疹伴', 0.0001143265451947124], ['颈部起皮疹伴', '颈', '部起皮疹伴', 0.0009489916963226571]]
颈部起皮疹	[['颈部起皮疹', '颈部', '起皮疹', 6.167971040870391e-05], ['颈部起皮疹', '颈', '部起皮疹', 0.0013915503239346656]]
颈部赘生物	[['颈部赘生物', '颈部', '赘生物', 0.00017498960999190672], ['颈部赘生物', '颈', '部赘生物', 0.0028469750889679717]]
颈部脱屑	[['颈部脱屑', '颈部', '脱屑', 1.2062185736982317e-05]]
颈部肿物	[['颈部肿物', '颈部', '肿物', 1.4496180709388723e-05], ['颈部肿物', '颈', '部肿物', 0.00041260508535767706]]
颈部肿大	[['颈部肿大', '颈部', '肿大', 0.00016329535973967751]]
颈部肿块	[['颈部肿块', '颈部', '肿块', 3.9404829455898115e-05]]
颈部红斑伴痒	[['颈部红斑伴痒', '颈部', '红斑伴痒', 0.0001339764201500536], ['颈部红斑伴痒', '颈部红斑', '伴痒', 0.0005435964340073929]]
颈部红斑	[['颈部红斑', '颈部', '红斑', 4.8983761882935804e-05], ['颈部红斑', '颈', '部红斑', 0.0007784697508896797]]
颈部皮肤	[['颈部皮肤', '颈部', '皮肤', 9.833131754132373e-06], ['颈部皮肤', '颈', '部皮肤', 0.00037069988137603796]]
颈部皮疹伴瘙痒	[['颈部皮疹伴瘙痒', '颈部皮疹', '伴瘙痒', 0.0001658505966794159], ['颈部皮疹伴瘙痒', '颈部', '皮疹伴瘙痒', 0.0003609727382281237], ['颈部皮疹伴瘙痒', '颈', '部皮疹伴瘙痒', 0.003504798878464359]]
颈部皮疹	[['颈部皮疹', '颈部', '皮疹', 9.330156453615243e-06], ['颈部皮疹', '颈', '部皮疹', 0.001104115338990784]]
颈部疼痛	[['颈部疼痛', '颈部', '疼痛', 1.1979929798657662e-05], ['颈部疼痛', '颈', '部疼痛', 0.0006498776867759823]]
颈部淋巴结肿大	[['颈部淋巴结肿大', '颈部', '淋巴结肿大', 0.000221167423739771], ['颈部淋巴结肿大', '颈部淋巴结', '肿大', 0.006001846722068329]]
颈部淋巴结	[['颈部淋巴结', '颈部', '淋巴结', 3.738876841396844e-05]]
颈部放射	[['颈部放射', '颈部', '放射', 0.0001302986360675031], ['颈部放射', '颈', '部放射', 0.00020429682351390537]]
颈部撞伤	[['颈部撞伤', '颈部', '撞伤', 3.670586853426126e-05], ['颈部撞伤', '颈', '部撞伤', 0.00017444700300048844]]
颈部外伤	[['颈部外伤', '颈部', '外伤', 1.7451473995122313e-05], ['颈部外伤', '颈', '部外伤', 0.00044483985765124553]]
颈部为主	[['颈部为主', '颈部', '为主', 2.5017270851627214e-06], ['颈部为主', '颈', '部为主', 0.00017299327797548438]]
颈部丘疹	[['颈部丘疹', '颈部', '丘疹', 3.37684738878522e-06]]
颈部不适感	[['颈部不适感', '颈部不适', '感', 8.287515213510071e-06], ['颈部不适感', '颈部', '不适感', 1.0463988184662484e-05], ['颈部不适感', '颈', '部不适感', 0.00018871993960961934]]
颈部不适	[['颈部不适', '颈部', '不适', 7.01891007390258e-06], ['颈部不适', '颈', '部不适', 0.00043202554076417264]]
颈背部疼痛	[['颈背部疼痛', '颈背部', '疼痛', 2.0337107900559678e-05], ['颈背部疼痛', '颈', '背部疼痛', 2.7715878981386017e-05], ['颈背部疼痛', '颈背', '部疼痛', 0.0007717240314863404]]
颈背部	[['颈背部', '颈', '背部', 1.7359604201024215e-05], ['颈背部', '颈背', '部', 0.00048814221209779116]]
