0	1	2
患者半天前觉脐周阵发性疼痛	31	[['患者', '半天前觉脐周阵发性疼痛', 22.82], ['患者半天前', '觉脐周阵发性疼痛', 63.92], ['患者半天前觉脐周', '阵发性疼痛', 1491.1], ['患者半天前觉', '脐周阵发性疼痛', 2935.61]]
患者半天前觉脐周阵发性疼痛	31	[['患者', '半天前觉脐周阵发性疼痛', 22.82], ['患者半天前', '觉脐周阵发性疼痛', 63.92], ['患者半天前觉脐周', '阵发性疼痛', 1491.1], ['患者半天前觉', '脐周阵发性疼痛', 2935.61]]
无明显诱因突然双上肢及躯干	6	-
时许开始出现阴道血性分泌物	13	[['时许开始出现', '阴道血性分泌物', 44.78], ['时许开始', '出现阴道血性分泌物', 10924.37]]
时许开始出现阴道血性分泌物	13	[['时许开始出现', '阴道血性分泌物', 44.78], ['时许开始', '出现阴道血性分泌物', 10924.37]]
无明显诱因出现右膝关节疼痛	32	[['无明显诱因出现', '右膝关节疼痛', 4.29], ['无明显', '诱因出现右膝关节疼痛', 34.66], ['无明显诱因', '出现右膝关节疼痛', 137.41]]
无明显诱因出现右膝关节疼痛	32	[['无明显诱因出现', '右膝关节疼痛', 4.29], ['无明显', '诱因出现右膝关节疼痛', 34.66], ['无明显诱因', '出现右膝关节疼痛', 137.41]]
无明显诱因出现右膝关节疼痛	32	[['无明显诱因出现', '右膝关节疼痛', 4.29], ['无明显', '诱因出现右膝关节疼痛', 34.66], ['无明显诱因', '出现右膝关节疼痛', 137.41]]
无明显诱因出现右侧乳房胀痛	23	[['无明显诱因出现', '右侧乳房胀痛', 29.3], ['无明显诱因出现右侧', '乳房胀痛', 96.19]]
无明显诱因出现右侧乳房胀痛	23	[['无明显诱因出现', '右侧乳房胀痛', 29.3], ['无明显诱因出现右侧', '乳房胀痛', 96.19]]
小时前病人出现右侧肢体乏力	6	[['小时前病人出现', '右侧肢体乏力', 25.78], ['小时前病人', '出现右侧肢体乏力', 226.76]]
小时前病人出现右侧肢体乏力	6	[['小时前病人出现', '右侧肢体乏力', 25.78], ['小时前病人', '出现右侧肢体乏力', 226.76]]
无明显诱因下出现右上腹疼痛	5	[['无明显诱因下出现', '右上腹疼痛', 9.44]]
无明显诱因出现左侧腰部疼痛	17	[['无明显诱因出现', '左侧腰部疼痛', 4.33], ['无明显诱因', '出现左侧腰部疼痛', 9.57], ['无明显诱因出现左侧', '腰部疼痛', 62.04]]
无明显诱因出现左侧腰部疼痛	17	[['无明显诱因出现', '左侧腰部疼痛', 4.33], ['无明显诱因', '出现左侧腰部疼痛', 9.57], ['无明显诱因出现左侧', '腰部疼痛', 62.04]]
无明显诱因出现左侧腰部疼痛	17	[['无明显诱因出现', '左侧腰部疼痛', 4.33], ['无明显诱因', '出现左侧腰部疼痛', 9.57], ['无明显诱因出现左侧', '腰部疼痛', 62.04]]
患者数天前出现右下后牙疼痛	12	[['患者数天前出现', '右下后牙疼痛', 397.88], ['患者数天前出现右下', '后牙疼痛', 1051.71]]
患者数天前出现右下后牙疼痛	12	[['患者数天前出现', '右下后牙疼痛', 397.88], ['患者数天前出现右下', '后牙疼痛', 1051.71]]
无明显诱因出现右踝关节疼痛	10	[['无明显诱因出现', '右踝关节疼痛', 10.62]]
宫腔镜下子宫内膜息肉摘除术	12	-
胃镜检查提示慢性浅表性胃炎	9	[['胃镜检查提示', '慢性浅表性胃炎', 129.57]]
近半个月来左下后牙反复肿痛	20	[['近半个月来左下后牙反复', '肿痛', 534.76], ['近半个月来', '左下后牙反复肿痛', 5952.38]]
近半个月来左下后牙反复肿痛	20	[['近半个月来左下后牙反复', '肿痛', 534.76], ['近半个月来', '左下后牙反复肿痛', 5952.38]]
无明显诱因出现左侧肢体乏力	33	[['无明显诱因出现', '左侧肢体乏力', 2.86], ['无明显诱因出现左侧肢体', '乏力', 18.6], ['无明显诱因出现左侧', '肢体乏力', 57.88], ['无明显诱因', '出现左侧肢体乏力', 66.68]]
无明显诱因出现左侧肢体乏力	33	[['无明显诱因出现', '左侧肢体乏力', 2.86], ['无明显诱因出现左侧肢体', '乏力', 18.6], ['无明显诱因出现左侧', '肢体乏力', 57.88], ['无明显诱因', '出现左侧肢体乏力', 66.68]]
无明显诱因出现左侧肢体乏力	33	[['无明显诱因出现', '左侧肢体乏力', 2.86], ['无明显诱因出现左侧肢体', '乏力', 18.6], ['无明显诱因出现左侧', '肢体乏力', 57.88], ['无明显诱因', '出现左侧肢体乏力', 66.68]]
无明显诱因出现左侧肢体乏力	33	[['无明显诱因出现', '左侧肢体乏力', 2.86], ['无明显诱因出现左侧肢体', '乏力', 18.6], ['无明显诱因出现左侧', '肢体乏力', 57.88], ['无明显诱因', '出现左侧肢体乏力', 66.68]]
无明显诱因出现阴道少许流血	17	[['无明显诱因出现', '阴道少许流血', 1.84], ['无明显诱因', '出现阴道少许流血', 15.78], ['无明显', '诱因出现阴道少许流血', 16.57], ['无明显诱因出现阴道少许', '流血', 80.77], ['无明显诱因出现阴道', '少许流血', 1443.12]]
无明显诱因出现阴道少许流血	17	[['无明显诱因出现', '阴道少许流血', 1.84], ['无明显诱因', '出现阴道少许流血', 15.78], ['无明显', '诱因出现阴道少许流血', 16.57], ['无明显诱因出现阴道少许', '流血', 80.77], ['无明显诱因出现阴道', '少许流血', 1443.12]]
无明显诱因出现阴道少许流血	17	[['无明显诱因出现', '阴道少许流血', 1.84], ['无明显诱因', '出现阴道少许流血', 15.78], ['无明显', '诱因出现阴道少许流血', 16.57], ['无明显诱因出现阴道少许', '流血', 80.77], ['无明显诱因出现阴道', '少许流血', 1443.12]]
无明显诱因出现阴道少许流血	17	[['无明显诱因出现', '阴道少许流血', 1.84], ['无明显诱因', '出现阴道少许流血', 15.78], ['无明显', '诱因出现阴道少许流血', 16.57], ['无明显诱因出现阴道少许', '流血', 80.77], ['无明显诱因出现阴道', '少许流血', 1443.12]]
无明显诱因出现阴道少许流血	17	[['无明显诱因出现', '阴道少许流血', 1.84], ['无明显诱因', '出现阴道少许流血', 15.78], ['无明显', '诱因出现阴道少许流血', 16.57], ['无明显诱因出现阴道少许', '流血', 80.77], ['无明显诱因出现阴道', '少许流血', 1443.12]]
无明显诱因出现左侧肾区疼痛	11	[['无明显诱因出现左侧', '肾区疼痛', 2925.53]]
予以药物治疗后症状未见缓解	10	[['予以药物治疗后', '症状未见缓解', 460.83], ['予以药物治疗后症状', '未见缓解', 995.02], ['予以药物治疗', '后症状未见缓解', 2717.39], ['予以药物', '治疗后症状未见缓解', 3174.6]]
予以药物治疗后症状未见缓解	10	[['予以药物治疗后', '症状未见缓解', 460.83], ['予以药物治疗后症状', '未见缓解', 995.02], ['予以药物治疗', '后症状未见缓解', 2717.39], ['予以药物', '治疗后症状未见缓解', 3174.6]]
予以药物治疗后症状未见缓解	10	[['予以药物治疗后', '症状未见缓解', 460.83], ['予以药物治疗后症状', '未见缓解', 995.02], ['予以药物治疗', '后症状未见缓解', 2717.39], ['予以药物', '治疗后症状未见缓解', 3174.6]]
予以药物治疗后症状未见缓解	10	[['予以药物治疗后', '症状未见缓解', 460.83], ['予以药物治疗后症状', '未见缓解', 995.02], ['予以药物治疗', '后症状未见缓解', 2717.39], ['予以药物', '治疗后症状未见缓解', 3174.6]]
宫腔镜下子宫内膜息肉电切术	5	-
曾在本院住院治疗后症状缓解	7	[['曾在本院住院治疗', '后症状缓解', 258.97], ['曾在本院住院', '治疗后症状缓解', 1612.9]]
曾在本院住院治疗后症状缓解	7	[['曾在本院住院治疗', '后症状缓解', 258.97], ['曾在本院住院', '治疗后症状缓解', 1612.9]]
极重度混合性肺通气功能障碍	10	[['极', '重度混合性肺通气功能障碍', 1358.7]]
为进一步诊治到我院急诊就诊	60	[['为进一步诊治', '到我院急诊就诊', 1709.89]]
患者数天前出现左上后牙疼痛	15	[['患者数天前出现', '左上后牙疼痛', 510.9], ['患者数天前出现左上', '后牙疼痛', 1314.64]]
患者数天前出现左上后牙疼痛	15	[['患者数天前出现', '左上后牙疼痛', 510.9], ['患者数天前出现左上', '后牙疼痛', 1314.64]]
患者数年前开始出现双足脱屑	6	[['患者数年前开始出现', '双足脱屑', 5217.39]]
患者半天前开始出现右上腹痛	6	[['患者半天前开始出现', '右上腹痛', 66.93], ['患者半天前开始', '出现右上腹痛', 1562.5]]
患者半天前开始出现右上腹痛	6	[['患者半天前开始出现', '右上腹痛', 66.93], ['患者半天前开始', '出现右上腹痛', 1562.5]]
患儿半小时前跌倒致头部受伤	6	[['患儿半小时前', '跌倒致头部受伤', 3750.0]]
睡眠呼吸暂停低通气综合征并	20	[['睡眠呼吸暂停低通气综合征', '并', 78.85]]
患者半月前开始出现面部红斑	7	[['患者半月前开始出现', '面部红斑', 350.0], ['患者半月前', '开始出现面部红斑', 1228.07], ['患者半月前开始', '出现面部红斑', 12727.27]]
患者半月前开始出现面部红斑	7	[['患者半月前开始出现', '面部红斑', 350.0], ['患者半月前', '开始出现面部红斑', 1228.07], ['患者半月前开始', '出现面部红斑', 12727.27]]
患者半月前开始出现面部红斑	7	[['患者半月前开始出现', '面部红斑', 350.0], ['患者半月前', '开始出现面部红斑', 1228.07], ['患者半月前开始', '出现面部红斑', 12727.27]]
小时余前被人打伤致头部疼痛	5	[['小时余前被人打伤致头部', '疼痛', 1.22]]
患者半年前开始出现面部红斑	9	[['患者半年前开始出现', '面部红斑', 312.5], ['患者半年前', '开始出现面部红斑', 980.39], ['患者半年前开始', '出现面部红斑', 6923.08]]
患者半年前开始出现面部红斑	9	[['患者半年前开始出现', '面部红斑', 312.5], ['患者半年前', '开始出现面部红斑', 980.39], ['患者半年前开始', '出现面部红斑', 6923.08]]
患者半年前开始出现面部红斑	9	[['患者半年前开始出现', '面部红斑', 312.5], ['患者半年前', '开始出现面部红斑', 980.39], ['患者半年前开始', '出现面部红斑', 6923.08]]
无明显诱因出现右下腹部疼痛	5	[['无明显诱因出现', '右下腹部疼痛', 2.65], ['无明显诱因', '出现右下腹部疼痛', 2.82], ['无明显诱因出现右下腹', '部疼痛', 217.49]]
无明显诱因出现右下腹部疼痛	5	[['无明显诱因出现', '右下腹部疼痛', 2.65], ['无明显诱因', '出现右下腹部疼痛', 2.82], ['无明显诱因出现右下腹', '部疼痛', 217.49]]
无明显诱因出现右下腹部疼痛	5	[['无明显诱因出现', '右下腹部疼痛', 2.65], ['无明显诱因', '出现右下腹部疼痛', 2.82], ['无明显诱因出现右下腹', '部疼痛', 217.49]]
患者数日前出现右上后牙疼痛	8	[['患者数日前出现', '右上后牙疼痛', 329.35]]
无明显诱因开始出现咽部不适	6	[['无明显诱因开始出现', '咽部不适', 3.46], ['无明显诱因开始', '出现咽部不适', 111.77]]
无明显诱因开始出现咽部不适	6	[['无明显诱因开始出现', '咽部不适', 3.46], ['无明显诱因开始', '出现咽部不适', 111.77]]
我院宫腔镜检查提示子宫内膜	9	[['我院宫腔镜检查提示', '子宫内膜', 124.48]]
我院宫腔镜检查提示宫腔粘连	8	[['我院', '宫腔镜检查提示宫腔粘连', 40.41], ['我院宫腔镜检查提示宫腔', '粘连', 212.31], ['我院宫腔镜检查提示', '宫腔粘连', 269.36], ['我院宫腔镜检查', '提示宫腔粘连', 1023.02]]
我院宫腔镜检查提示宫腔粘连	8	[['我院', '宫腔镜检查提示宫腔粘连', 40.41], ['我院宫腔镜检查提示宫腔', '粘连', 212.31], ['我院宫腔镜检查提示', '宫腔粘连', 269.36], ['我院宫腔镜检查', '提示宫腔粘连', 1023.02]]
我院宫腔镜检查提示宫腔粘连	8	[['我院', '宫腔镜检查提示宫腔粘连', 40.41], ['我院宫腔镜检查提示宫腔', '粘连', 212.31], ['我院宫腔镜检查提示', '宫腔粘连', 269.36], ['我院宫腔镜检查', '提示宫腔粘连', 1023.02]]
我院宫腔镜检查提示宫腔粘连	8	[['我院', '宫腔镜检查提示宫腔粘连', 40.41], ['我院宫腔镜检查提示宫腔', '粘连', 212.31], ['我院宫腔镜检查提示', '宫腔粘连', 269.36], ['我院宫腔镜检查', '提示宫腔粘连', 1023.02]]
复查宫腔镜提示宫腔形态正常	6	[['复查宫腔镜提示', '宫腔形态正常', 3125.0], ['复查宫腔镜', '提示宫腔形态正常', 4285.71], ['复查宫腔镜提示宫腔', '形态正常', 6000.0]]
复查宫腔镜提示宫腔形态正常	6	[['复查宫腔镜提示', '宫腔形态正常', 3125.0], ['复查宫腔镜', '提示宫腔形态正常', 4285.71], ['复查宫腔镜提示宫腔', '形态正常', 6000.0]]
复查宫腔镜提示宫腔形态正常	6	[['复查宫腔镜提示', '宫腔形态正常', 3125.0], ['复查宫腔镜', '提示宫腔形态正常', 4285.71], ['复查宫腔镜提示宫腔', '形态正常', 6000.0]]
无明显诱因出现右侧肢体麻木	5	[['无明显诱因出现', '右侧肢体麻木', 3.18], ['无明显诱因出现右侧', '肢体麻木', 13.27], ['无明显诱因出现右侧肢体', '麻木', 20.15]]
无明显诱因出现右侧肢体麻木	5	[['无明显诱因出现', '右侧肢体麻木', 3.18], ['无明显诱因出现右侧', '肢体麻木', 13.27], ['无明显诱因出现右侧肢体', '麻木', 20.15]]
无明显诱因出现右侧肢体麻木	5	[['无明显诱因出现', '右侧肢体麻木', 3.18], ['无明显诱因出现右侧', '肢体麻木', 13.27], ['无明显诱因出现右侧肢体', '麻木', 20.15]]
患者数天前出现左下后牙疼痛	24	[['患者数天前出现', '左下后牙疼痛', 742.57]]
无明显诱因出现左侧乳房胀痛	15	[['无明显诱因出现', '左侧乳房胀痛', 17.37], ['无明显诱因出现左侧', '乳房胀痛', 65.4], ['无明显诱因出现左侧乳房', '胀痛', 126.72]]
无明显诱因出现左侧乳房胀痛	15	[['无明显诱因出现', '左侧乳房胀痛', 17.37], ['无明显诱因出现左侧', '乳房胀痛', 65.4], ['无明显诱因出现左侧乳房', '胀痛', 126.72]]
无明显诱因出现左侧乳房胀痛	15	[['无明显诱因出现', '左侧乳房胀痛', 17.37], ['无明显诱因出现左侧', '乳房胀痛', 65.4], ['无明显诱因出现左侧乳房', '胀痛', 126.72]]
无明显诱因下出现双下肢浮肿	5	[['无明显诱因下出现', '双下肢浮肿', 0.55], ['无明显诱因下', '出现双下肢浮肿', 5.28]]
无明显诱因下出现双下肢浮肿	5	[['无明显诱因下出现', '双下肢浮肿', 0.55], ['无明显诱因下', '出现双下肢浮肿', 5.28]]
月外院查性激素提示卵巢功能	5	[['月外院查性激素提示', '卵巢功能', 2976.19]]
患者半天前开始出现左上腹痛	6	[['患者半天前开始出现', '左上腹痛', 95.79], ['患者半天前开始', '出现左上腹痛', 4166.67]]
患者半天前开始出现左上腹痛	6	[['患者半天前开始出现', '左上腹痛', 95.79], ['患者半天前开始', '出现左上腹痛', 4166.67]]
于外院行子宫输卵管造影检查	8	-
近半个月来右上后牙反复肿痛	5	[['近半个月来', '右上后牙反复肿痛', 3571.43]]
小时前病人出现左侧肢体乏力	7	[['小时前病人出现', '左侧肢体乏力', 27.21], ['小时前病人', '出现左侧肢体乏力', 420.17]]
小时前病人出现左侧肢体乏力	7	[['小时前病人出现', '左侧肢体乏力', 27.21], ['小时前病人', '出现左侧肢体乏力', 420.17]]
患者半天前开始出现腹部不适	5	[['患者半天前开始出现', '腹部不适', 2.86], ['患者半天前开始', '出现腹部不适', 1096.49]]
