keys,values
山亭,31
船山区桂花,31
营盘,31
医学,31
红河,31
军卫生室,31
湖滨,31
洮北,31
淮阳县,31
县杜鹃街道,31
育新,31
永善县,31
潍坊经济,31
店乡,31
荔城,31
村卫生室02,31
吴江,31
江津,31
大田县,31
区李,31
处,31
玉田,31
浩,31
五通桥区,31
田村卫生所,31
东胜,31
东郭,31
吉首市,31
贵港市港南区木格镇,31
石嘴山市惠农,31
家庄村卫生室,31
宣化县,31
漯河,31
鸡泽县双塔,31
杭州富阳,31
秀屿区,31
祁阳,31
青龙,31
竹溪县,31
广汉市,30
合伙,30
闻喜,30
榆林,30
营子村卫生室,30
专科,30
富顺县富世,30
镇下,30
泸州市龙马潭区胡,30
周至县,30
路店中医坐堂医诊所,30
汉台,30
延,30
海拉尔,30
威县洺州,30
银川,30
国药,30
湖街道,30
福安市,30
洪山区,30
里村,30
同乐,30
店村,30
青羊,30
洋村卫生所,30
安泰,30
开封市,30
镇新民,30
双塔,30
西岗,30
武汉东湖,30
北票市五间房,30
华光,30
镇幸福,30
抚州,30
市朝天,30
富顺县赵化,30
眉山,30
盂县,30
星火,30
宜兴市,30
万全,30
靖江,30
武胜,30
寨镇,30
走马,30
焦,30
调兵山市,30
伊,30
浦口,30
乡小,30
西医,30
桐,30
爱心,30
梓潼县,30
长沙雨花,30
溪口,30
全州,30
居委卫生室,30
宽城区,30
林村,30
监利,30
冀,30
离石,30
县高,30
皇,30
叶县,30
口腔病防治,30
双山,30
阜,30
丘,30
永清,29
固,29
冠县,29
昌邑市,29
世,29
伊春,29
麻阳苗族自治县,29
南通市通州区,29
双清,29
刘家,29
重庆市江津区,29
民主,29
村陈,29
福田,29
县土门,29
北仑区,29
化工,29
长春市朝阳区,29
西关,29
镇永安,29
华容,29
开阳县冯三,29
江津区李,29
诸暨市暨阳,29
田横岛省级旅游度假区,29
桦甸,29
景谷傣族彝族自治县,29
梧桐,29
松原经济技术开发区,29
永安市,29
水头镇,29
福绵,29
县共和,29
村第1,29
安溪县城厢镇,29
滨城区,29
钟祥,29
五莲,29
新源县,29
赞皇,29
包,29
岭村,29
康源,29
医院驻,29
路罗,29
邳州市,29
鱼,29
职业技术学院,29
淄川,29
新区人民医院,29
句容,29
蒙医诊所,29
史,29
园村卫生室,29
圣,29
塘村,29
保定市竞秀区,29
诏安县,29
天堂,29
梓门,29
司前,29
计,29
开封新区,29
双辽市辽,29
沅江市琼湖街道,29
鹤,29
台前县,29
邢台县羊范,29
合肥瑶海,29
第一人民医院,29
场村卫生室,29
社会福利,29
马鞍山,29
新绛阳,29
修文,29
付,29
友好医院,29
机关,29
社区卫生站,29
子村卫生所,29
家村,29
长汀县,28
梧州,28
遵义汇川,28
厂,28
北戴河,28
秭归县,28
肃宁,28
喜,28
镇新华,28
武邑,28
新庄,28
河边,28
小庄村卫生室,28
沈阳铁西,28
长春莲花山,28
贤,28
村第2,28
万寿,28
长宁,28
桂阳县,28
呼,28
龙泉村卫生室,28
临沂兰山,28
宁波市,28
周口,28
岳阳市岳阳楼区,28
印江土家族苗族自治县,28
水西街道,28
榆树,28
区峡阳,28
嘉峪关,28
民委员会卫生所,28
武冈市,28
邢台县皇寺镇,28
乌鲁木齐市天山区,28
蒲,28
宁波市奉化区,28
北碚区,28
上马,28
县疾病预防控制中心,28
新化县,28
松原,28
北路社区卫生服务站,28
李源屯镇,28
台镇,28
遵化,28
吉祥,28
荆门,28
天台,28
良村,28
五峰土家族自治县,28
四季青,28
儋州那大,28
林业局,28
卫生室1,28
县石,28
易县易州,28
省,28
民委员会,28
杨舍镇,28
莫,28
安溪县长坑乡,28
富平县,28
新城社区卫生服务中心,28
广州,28
长春净月高新技术产业开发区,28
宝塔,28
宝鸡市,28
家堡乡,28
滕州市,28
五台县,28
嘉兴市,28
第七,28
安居区白马,28
咸丰县,28
康华诊所,28
通辽开发区,28
游,28
重庆市万盛经济技术开发区,28
镇刘,28
庆云,28
复兴,28
堡镇,28
焦作市,28
沙雅,28
松山,28
河县,28
农安县,28
张家港经济技术开发区,27
磁县,27
兴乡,27
石油,27
医疗服务有限公司,27
安陆市,27
泰山,27
杭州萧山,27
公安局看守所,27
文星,27
塔前,27
中国人民解放军,27
江阴,27
商丘市睢阳区,27
乌什县,27
港市,27
医务,27
小王,27
永州市零陵区,27
服先,27
工农,27
牙,27
甘谷县,27
二郎镇,27
宜宾,27
东方市,27
中医按摩诊所,27
贾,27
福成,27
永福,27
马边彝族自治县,27
田家,27
宫,27
芮城县古魏,27
繁荣,27
霞美,27
头镇,27
桥村卫生站,27
赫山区,27
滩村卫生室,27
康复医院有限公司,27
电子,27
长沙市岳麓区,27
贺,27
东街道,27
河村卫生站,27
宁阳县,27
昌图县老四平,27
通渭,27
店子,27
杭州市江干区,27
乌兰,27
陈埭镇,27
潍坊市,27
滨湖,27
获嘉县大,27
济世,27
尤溪县,27
美兰,27
扬州,27
江津区石门,27
平县沙河,27
镇青,27
汉寿县龙,27
涿鹿县,27
安岳,27
温州市瓯海梧田,27
镇赉县,27
堂医药连锁有限公司,27
宏伟,27
幸福,27
丽水,27
沙河村卫生室,27
中医骨科诊所,27
岳阳,27
龙湾,27
村委会卫生所,27
裕,27
六安市金,27
衡水市冀州区冀州,27
区角美,27
桐乡,27
海滨,27
区卫生,27
威海经济技术开发区,27
红星,27
中专学校医务室,27
承德市双滦区,27
川乡,27
四方,27
槐,27
隆阳区,27
洞村卫生室,27
奇台县,27
大庆,26
拉,26
狮子,26
杭锦后旗,26
珠晖区,26
喀喇沁左翼蒙古族自治县十二,26
大连长兴岛经济,26
西安市雁塔区,26
泰兴市,26
泗阳县,26
温泉,26
社区卫生计生服务站,26
明水,26
山丹,26
乡长,26
东方市八,26
门诊所,26
宣威,26
好,26
禄劝彝族苗族自治县,26
利民诊所,26
安图县,26
安溪县蓬莱镇,26
利康诊所,26
云台,26
西陵区,26
天津市津南区咸水沽镇,26
泸县兆雅,26
区祝村,26
天津和平,26
昌黎,26
沂源,26
宁远县,26
墨玉,26
东富,26
润,26
寺镇,26
湾村卫生所,26
胶州市,26
怀德,26
托里,26
友好,26
梨树,26
县松江,26
清西医内科诊所,26
历城,26
市看守所,26
承德县磴上,26
和布克赛尔,26
龙泉驿区,26
市历城区仲宫镇,26
扶余市,26
上虞区崧厦,26
浦江,26
井研县,26
香坊,26
汽开,26
市裕华,26
放,26
淮,26
岭镇,26
清流,26
昆,26
老街,26
西省靖安县,26
峪口,26
武隆,26
医药连锁有限责任公司,26
天成,26
区卫生所,26
天元,26
浦江县,26
汾阳市,26
宁夏,26
龙圩,26
双流,26
白水,26
九龙,26
陈家,26
宁波,26
疗养院,26
于洪,25
宜昌市伍家岗区,25
老年,25
镇沅彝族哈尼族拉祜族自治县勐大,25
细河,25
源乡,25
涧头集,25
果,25
绍兴市越城区,25
盘江,25
游凤,25
营山县通天,25
桐梓,25
集团有限公司,25
龙岩市,25
新疆,25
医疗集团总部,25
曹县,25
长寿,25
水镇,25
凌,25
西关村,25
高安市大,25
凌海市,25
阳谷县,25
金龙,25
伊通满族自治县,25
集兵,25
安图县松江,25
连锁有限公司,25
郓城县,25
个体,25
分店中医坐堂医诊所,25
七道,25
双辽市卧虎,25
新抚,25
普仁,25
抚顺市,25
临漳县孙陶,25
澄江,25
店子村卫生室,25
儋州市,25
四间房,25
堡子,25
白河,25
思南,25
湾村,25
灵丘县东,25
郑州市金水,25
峰镇,25
峰村卫生室,25
华夏,25
天和,25
两江,25
中医外科诊所,25
药房中医坐堂医诊所,25
新技术开发区,25
万州区,25
杨税务,25
连城县,25
峪,25
自然村卫生室,25
寨乡,25
镇大同,25
盐,25
洛龙,25
区七里园,25
土门,25
桓仁,25
天津滨海新区,25
华西医院,25
太康,25
安县白牙,25
禹州市,25
坪村卫生站,25
勐腊县,25
六枝特,25
公司医务室,25
黑龙江,25
沟村第一卫生室,25
事,25
东路社区卫生服务站,25
保康,25
乌苏,25
龙山村卫生室,25
天津市津南区,25
执业,25
新桥镇,25
湖头镇,25
晋江市永和,25
建平县,25
桦南,25
南麻,25
城子村卫生室,25
先,25
海关区,25
泉港区,25
县宋道,25
敬老院,25
高阳县,25
镇陈,25
齐河县祝阿,25
洋县戚氏,25
白象,24
夏茂中心卫生院,24
伟,24
一门诊部,24
乡前,24
陵县,24
沈阳辽中,24
中医个体诊所,24
泰州市,24
行,24
格,24
泸州纳溪,24
分水镇,24
合作,24
林乡,24
国中医诊所,24
桥头镇,24
诸暨市枫桥镇,24
西安灞桥,24
普安,24
祥云,24
岱岳区角峪镇,24
自贡市,24
崇,24
苍溪县,24
费县,24
秦皇岛市,24
中心卫生院驻,24
宁波市鄞州区,24
同德,24
献县,24
尚志,24
军中医诊所,24
红古,24
献县城,24
黄楼街道,24
乡红,24
新疆维吾尔自治,24
沁源县,24
养马,24
社区居委会,24
广水市,24
新集镇,24
青岛市即墨区鳌山,24
陈仓区,24
广发,24
额敏,24
仓,24
项城市,24
茌平县,24
维,24
友爱,24
村卫生服务站,24
老年公寓,24
泽州,24
安仁县,24
古田,24
中心敬老院,24
恩施市,24
林村卫生所,24
王家庄,24
长春市九台,24
庆丰,24
明西医内科诊所,24
曲阳县,24
常山,24
奎,24
进贤,24
泸州市纳溪区护国,24
结,24
福鼎市,24
欧阳,24
济仁,24
简阳简城,24
潍城,24
聊城经济技术开发区,24
晨光,24
徐州经济技术开发区,24
市第二,24
大连金普新区,24
武功县大,24
象山,24
马鞍山市,24
葛,24
前郭,24
江津区朱杨,24
隆回县三阁司,24
台前县打渔陈,24
常州市,24
新绛龙,24
三教,24
秦皇岛北戴河,24
慈利,24
宝清,24
天池镇,24
鸡西,24
福康,24
庙前,24
绵阳,24
中西,24
泰和县,24
历下,24
泸县玄滩镇,24
温州,24
农村,24
涟源市七星街,24
塘社区卫生服务站,24
县盘古,24
农科,24
蒲城,24
术,24
马尔康,23
楼村卫生所,23
大孟,23
护,23
镇北街,23
区刘,23
木格,23
乐清,23
诸城市,23
岩村卫生室,23
渭滨,23
辽河源镇,23
向,23
医院管理有限公司,23
商州区,23
任丘鄚州,23
福集镇,23
南靖县,23
永川区,23
市长安,23
坝村卫生站,23
永修县,23
上海市静安,23
艳,23
浮山,23
康民,23
阿勒泰,23
郓城,23
雄县,23
瓮安县,23
玉成,23
永州,23
上高,23
瘦西湖风景名胜,23
中国平安,23
无极县,23
宣,23
南城社区卫生服务中心,23
第二卫生服务站,23
公安县,23
第八,23
宁布依族苗族自治县,23
宗,23
沟村第二卫生室,23
松林,23
一团,23
普济,23
乐清市柳,23
宽,23
陆良县,23
莆田,23
区疾病预防控制中心,23
区白马,23
正骨,23
洋浦经济开发区,23
太原市尖草坪,23
分站,23
常熟市,23
防城区,23
区杨,23
沙河口,23
七星,23
东升,23
海伦市,23
布,23
德惠,23
台州瑞人堂诊所,23
鼓楼区,23
塘街道,23
天津市津南区葛沽镇,23
江津区蔡家,23
卫生室2,23
黔,23
富顺县宝庆,23
封丘县,23
西洋江,23
双塔区,23
泉州,23
隆昌市响石,23
独山县,23
宜川县,23
蚌埠经济开发区,23
新都区,23
泰州市姜堰,23
益阳,23
君,23
平阴县东阿,23
开发,23
健康管理,23
雅美口腔诊所,23
大夫中医诊所,23
科尔沁左翼中旗保康,23
薛,23
关岭,23
南召,23
运城,23
邢台,23
白龙,23
安徽,23
太仓,23
刘庄村卫生室,23
潜江,23
子村,23
养老服务中心,23
威远,23
精神病医院,23
广德县桃州,23
县妇幼保健计划生育服务中心,23
山村第二卫生室,23
科右前旗,23
扬州市江都区,23
巢湖,23
市妇幼保健院,23
西安市鄠邑区五竹,23
老年病医院,23
振兴,23
益康,23
阿鲁科尔沁旗天山,23
塘栖镇,23
河曲县,23
鄱阳县,23
宁市湟中,23
镇大石,23
医疗分点,23
门诊部有限公司,23
蓬莱,23
涧,23
红梅,22
蓬安县长梁,22
平川区,22
护理院,22
纳雍县,22
常州市天宁,22
益都街道,22
计划生育服务中心,22
村赵,22
滑县,22
科尔沁左翼中旗花吐古拉,22
银川市,22
红花岗,22
马关,22
村卫生院,22
三里,22
潞城市史回,22
珲春市,22
第一卫生所,22
湖州市,22
堰,22
马山县,22
木梓,22
牙哈,22
龙王庙村卫生室,22
建华诊所,22
安市,22
医学门诊部,22
浦北,22
乐山镇,22
重庆市璧山区,22
河间市瀛州,22
萧山区瓜沥镇,22
望,22
板山,22
新绛北张,22
新洲,22
卫生院第一门诊部,22
新丰,22
三原县,22
龙舟坪镇,22
周村卫生室,22
第九,22
蒋,22
闫,22
龙潭村卫生室,22
春光,22
鲤城,22
舟山市,22
胶州,22
医疗服务站,22
皮,22
县长,22
诸城市相州,22
常德,22
丰村,22
春中医诊所,22
嘉禾县,22
烟,22
体,22
金星,22
胡家,22
第三卫生所,22
沙河镇,22
和县,22
复兴镇,22
忠州,22
八一,22
仁中医诊所,22
镇古城,22
民委,22
武汉东,22
启,22
铜陵市,22
路街道社区卫生服务中心,22
双庙乡,22
地村卫生室,22
宿城区,22
安溪,22
坡洪,22
俊,22
鄂州市鄂城区,22
高安市石脑镇,22
沈阳浑南,22
卫生院第一,22
温江,22
社区卫生室2,22
临河,22
县慈林镇,22
街道办事处东,22
康佳,22
万荣县高,22
科尔沁左翼中旗宝龙山镇,22
区卫生室,22
镇代家,22
南关村,22
镇永和,22
县色头镇,22
市第五人民医院,22
天水,22
黑龙江省八五,22
泗,22
临安市,22
长春市,22
交通,22
和顺,22
社区卫生,22
市第一,22
射洪,22
黎川县,22
深,22
龙泉镇,22
铺镇,22
昆山市,22
安溪县龙涓乡,22
铁西,22
济南历下,22
市第四人民医院,22
路门诊,22
尼勒克,22
店村卫生所,22
湾社区卫生服务站,22
资兴市,22
莫力达瓦达斡尔族自治旗,22
伊州区,22
衡阳市,22
龙海市九湖镇,21
南路社区卫生服务站,21
县宋家,21
思蒙,21
大港管理区,21
坊子,21
芳,21
阜阳,21
珠藏镇,21
利川市谋道,21
合营镇,21
铁力市双丰,21
村第九,21
大竹,21
连江县,21
六盘水,21
景区,21
泸州,21
郭庄村卫生室,21
晋源,21
兴化,21
镇老,21
万安,21
东方红,21
营山县朗池镇,21
潍坊经济开发区,21
湖南省,21
雄县雄州,21
陵城镇,21
霞浦县,21
任丘长丰,21
泰山区,21
坪乡,21
区双杨,21
江津区白沙镇,21
营乡,21
市旅顺口,21
山村卫生,21
任县永福,21
镇联合,21
诸,21
武义,21
广福,21
西董街道办,21
马山县白,21
县牛,21
鑫,21
黄骅市,21
蒙医,21
盐城,21
赫章,21
齐心,21
汤,21
王府街道,21
乡李,21
重庆市大渡口,21
村委会,21
曾,21
临夏,21
城郊乡,21
职业病防治,21
钢,21
天仙,21
肃宁县,21
乡马,21
养老院,21
都江堰,21
科尔沁左翼后旗吉尔嘎朗镇,21
汇,21
学校卫生室,21
重庆市涪陵区蔺市,21
孝南区祝站,21
为民,21
坊,21
济源市,21
镇罗,21
江县永太,21
东姚,21
唐山市丰南区大,21
庙镇,21
百色市右江区,21
文成,21
泉乡,21
区大林镇,21
谭,21
东城街道办事处,21
如东,21
公立,21
区党家,21
山村第一卫生室,21
亳州市谯城区,21
圩镇,21
聊城市,21
陵阳,21
良庄镇,21
市郊区堠北,21
台州,21
新庄镇,21
天柱县,21
县岚水,21
新化,21
羊,21
第六,21
图,21
县三,21
尧都区,21
高安市杨圩镇,21
犍为县玉津,21
化龙,21
永泰,21
洪洞县,21
美医疗美容门诊部,21
兰西医内科诊所,21
清华,21
东关,21
太谷县小白,21
凉州区,21
椒江,21
扬州市蜀冈,21
港北,21
源镇,21
泌阳县,21
凤台,21
巨野县凤凰办,21
寺村,21
凤城街道,21
官庄,21
大港,21
张庄镇,21
敖,21
鸣,21
定陶区,21
怀仁县云,21
集乡,21
卫生院第二,21
盖州,21
兴村卫生所,21
宜宾市叙州区,21
埠,20
泾阳县,20
乐昌,20
龙泉驿,20
市茄子河,20
怀来县,20
南川,20
防治,20
天兴镇,20
福善,20
县两市,20
故县,20
渡镇,20
家沟村卫生室,20
崇左,20
巷,20
杨庄,20
甘井子,20
油,20
鹿城,20
风陵渡镇,20
三余,20
安平县东黄,20
船山区老池乡,20
